Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill,totalAppliances,CostPerAppliance
10,18.0,0.0,5.0,1.0,0,8,11,12,422,8.2,3460.3999999999996,34.0,101.77647058823528
13,23.0,2.0,11.0,1.0,0,12,3,1,471,8.1,3815.1,50.0,76.30199999999999
19,23.0,0.0,15.0,1.0,0,4,4,7,511,8.3,4241.3,58.0,73.12586206896552
16,23.0,1.0,5.0,1.0,0,7,3,25,334,8.1,2705.4,46.0,58.81304347826087
10,22.0,0.0,20.0,1.0,0,11,5,18,426,8.4,3578.4,53.0,67.51698113207547
11,22.0,3.0,3.0,12.0,0,5,7,12,631,9.2,5805.2,51.0,113.82745098039216
18,22.0,3.0,17.0,1.0,0,8,1,6,502,8.8,4417.6,61.0,72.41967213114755
17,23.0,3.0,14.0,1.0,0,10,10,12,740,8.5,6290.0,58.0,108.44827586206897
23,22.0,3.0,11.0,1.0,0,10,2,17,516,7.6,3921.6,60.0,65.36
12,23.0,3.0,11.0,1.0,0,6,10,24,635,8.5,5397.5,50.0,107.95
19,23.0,1.0,13.0,1.0,0,2,5,27,455,8.4,3822.0,57.0,67.05263157894737
9,17.0,1.0,3.0,1.0,0,10,11,11,348,8.2,2853.6,31.0,92.0516129032258
11,23.0,2.0,15.0,1.0,0,5,13,12,423,7.4,3130.2000000000003,52.0,60.19615384615385
10,23.0,3.0,21.0,1.0,0,12,10,24,646,8.5,5491.0,58.0,94.67241379310344
18,23.0,2.0,14.0,1.0,0,9,12,10,459,9.1,4176.9,58.0,72.0155172413793
14,23.0,2.0,3.0,1.0,0,9,5,30,393,8.4,3301.2000000000003,43.0,76.77209302325582
7,22.0,1.0,17.0,1.0,0,12,10,12,557,8.5,4734.5,48.0,98.63541666666667
22,22.0,2.0,7.0,1.0,0,8,10,28,635,8.5,5397.5,54.0,99.95370370370371
9,22.0,0.0,10.0,1.0,0,8,8,21,472,8.9,4200.8,42.0,100.01904761904763
17,23.0,2.0,20.0,1.0,0,12,13,20,703,7.4,5202.2,63.0,82.57460317460317
20,23.0,1.0,7.0,12.0,0,5,3,10,515,8.1,4171.5,63.0,66.21428571428571
7,23.0,3.0,22.0,1.0,0,11,8,2,709,8.9,6310.1,56.0,112.68035714285715
19,23.0,3.0,19.0,1.0,0,11,1,31,675,8.8,5940.000000000001,65.0,91.3846153846154
19,23.0,1.0,12.0,12.0,0,1,15,16,602,7.8,4695.599999999999,67.0,70.08358208955224
7,20.0,0.0,12.0,7.0,0,3,15,12,392,7.8,3057.6,46.0,66.4695652173913
20,23.0,2.0,12.0,1.0,0,2,4,29,625,8.3,5187.5,58.0,89.4396551724138
23,23.0,1.0,10.0,1.0,0,3,6,3,439,8.7,3819.3,58.0,65.85000000000001
17,22.0,3.0,9.0,1.0,0,6,0,30,599,7.9,4732.1,52.0,91.00192307692308
7,18.0,1.0,20.0,7.0,0,10,2,3,620,7.6,4712.0,53.0,88.90566037735849
12,22.0,0.0,11.0,12.0,0,3,10,16,540,8.5,4590.0,57.0,80.52631578947368
12,22.0,3.0,15.0,1.0,0,2,2,28,557,7.6,4233.2,53.0,79.87169811320754
17,23.0,1.0,3.0,12.0,0,8,0,18,614,7.9,4850.6,56.0,86.61785714285715
15,22.0,0.0,12.0,1.0,0,4,13,20,468,7.4,3463.2000000000003,50.0,69.26400000000001
17,23.0,1.0,5.0,12.0,0,3,12,28,441,9.1,4013.1,58.0,69.19137931034483
8,22.0,1.0,16.0,1.0,0,10,12,28,494,9.1,4495.4,48.0,93.65416666666665
11,22.0,1.0,13.0,1.0,0,3,0,17,480,7.9,3792.0,48.0,79.0
6,18.0,1.0,4.0,1.0,0,11,0,13,261,7.9,2061.9,30.0,68.73
13,22.0,0.0,11.0,1.0,0,10,0,30,332,7.9,2622.8,47.0,55.80425531914894
11,23.0,1.0,21.0,1.0,0,4,8,9,602,8.9,5357.8,57.0,93.99649122807018
14,22.0,0.0,10.0,1.0,0,12,12,3,377,9.1,3430.7,47.0,72.99361702127659
14,22.0,1.0,22.0,1.0,0,1,15,3,544,7.8,4243.2,60.0,70.72
16,22.0,1.0,20.0,1.0,0,2,14,7,510,7.7,3927.0,60.0,65.45
12,22.0,2.0,11.0,1.0,0,2,14,29,582,7.7,4481.400000000001,48.0,93.36250000000001
20,23.0,0.0,12.0,1.0,0,4,4,16,603,8.3,5004.900000000001,56.0,89.3732142857143
22,23.0,2.0,15.0,1.0,0,2,10,31,563,8.5,4785.5,63.0,75.96031746031746
19,22.0,3.0,10.0,1.0,0,1,0,18,551,7.9,4352.900000000001,55.0,79.14363636363638
7,20.0,0.0,8.0,1.0,0,12,8,2,217,8.9,1931.3,36.0,53.64722222222222
20,22.0,2.0,20.0,1.0,0,11,7,30,698,9.2,6421.599999999999,65.0,98.79384615384615
9,23.0,2.0,7.0,1.0,0,6,9,19,451,9.3,4194.3,42.0,99.86428571428571
22,23.0,2.0,3.0,1.0,0,6,1,6,612,8.8,5385.6,51.0,105.60000000000001
17,23.0,1.0,15.0,1.0,0,4,3,15,567,8.1,4592.7,57.0,80.57368421052631
6,22.0,0.0,5.0,1.0,0,8,13,10,409,7.4,3026.6000000000004,34.0,89.01764705882354
21,23.0,0.0,10.0,1.0,0,3,2,26,385,7.6,2926.0,55.0,53.2
10,23.0,2.0,13.0,1.0,0,9,1,0,400,8.8,3520.0000000000005,49.0,71.83673469387756
19,22.0,0.0,15.0,12.0,0,11,8,19,678,8.9,6034.2,68.0,88.73823529411764
11,23.0,3.0,22.0,1.0,0,3,1,13,750,8.8,6600.000000000001,60.0,110.00000000000001
8,22.0,1.0,15.0,1.0,0,1,0,5,471,7.9,3720.9,47.0,79.16808510638297
14,22.0,0.0,12.0,12.0,0,2,9,6,449,9.3,4175.700000000001,60.0,69.59500000000001
22,23.0,3.0,14.0,1.0,0,2,9,22,619,9.3,5756.700000000001,63.0,91.37619047619049
5,22.0,1.0,13.0,1.0,0,1,13,9,362,7.4,2678.8,42.0,63.780952380952385
12,23.0,0.0,17.0,1.0,0,4,4,0,506,8.3,4199.8,53.0,79.24150943396226
13,23.0,3.0,22.0,1.0,0,2,6,11,615,8.7,5350.5,62.0,86.29838709677419
23,23.0,3.0,15.0,1.0,0,11,0,20,666,7.9,5261.400000000001,65.0,80.94461538461539
6,19.0,0.0,6.0,1.0,0,3,2,21,353,7.6,2682.7999999999997,32.0,83.83749999999999
9,19.0,2.0,19.0,7.0,0,12,10,9,569,8.5,4836.5,56.0,86.36607142857143
12,22.0,3.0,3.0,1.0,0,6,0,20,436,7.9,3444.4,41.0,84.00975609756098
11,22.0,1.0,13.0,1.0,0,4,1,0,475,8.8,4180.0,48.0,87.08333333333333
6,19.0,0.0,16.0,1.0,0,5,14,11,396,7.7,3049.2000000000003,42.0,72.60000000000001
13,22.0,1.0,7.0,1.0,0,7,8,16,393,8.9,3497.7000000000003,44.0,79.49318181818182
11,23.0,0.0,9.0,1.0,0,3,5,30,537,8.4,4510.8,44.0,102.51818181818182
10,19.0,3.0,11.0,1.0,0,7,4,7,559,8.3,4639.700000000001,44.0,105.44772727272729
7,23.0,1.0,4.0,7.0,0,4,8,3,478,8.9,4254.2,42.0,101.29047619047618
18,22.0,0.0,19.0,1.0,0,6,14,16,493,7.7,3796.1,60.0,63.26833333333333
18,22.0,1.0,11.0,1.0,0,8,15,14,643,7.8,5015.4,53.0,94.63018867924528
10,18.0,1.0,5.0,1.0,0,4,12,24,409,9.1,3721.9,35.0,106.34
13,23.0,2.0,15.0,1.0,0,4,15,18,439,7.8,3424.2,54.0,63.411111111111104
14,22.0,2.0,22.0,1.0,0,9,10,26,581,8.5,4938.5,61.0,80.95901639344262
21,23.0,3.0,10.0,1.0,0,3,9,11,615,9.3,5719.5,58.0,98.61206896551724
22,22.0,2.0,4.0,1.0,0,10,3,29,612,8.1,4957.2,51.0,97.2
5,23.0,0.0,8.0,1.0,0,6,14,8,319,7.7,2456.3,37.0,66.38648648648649
23,22.0,2.0,20.0,1.0,0,7,8,9,792,8.9,7048.8,68.0,103.65882352941176
15,22.0,0.0,4.0,1.0,0,12,4,11,383,8.3,3178.9,42.0,75.68809523809524
12,23.0,1.0,9.0,1.0,0,1,11,14,411,8.2,3370.2,46.0,73.26521739130435
14,22.0,2.0,17.0,1.0,0,8,13,9,596,7.4,4410.400000000001,56.0,78.75714285714287
8,20.0,0.0,15.0,1.0,0,5,14,2,319,7.7,2456.3,44.0,55.825
14,22.0,2.0,20.0,1.0,0,8,3,26,734,8.1,5945.4,59.0,100.76949152542372
13,22.0,2.0,3.0,1.0,0,7,0,31,402,7.9,3175.8,41.0,77.45853658536586
9,18.0,1.0,12.0,1.0,0,12,4,7,431,8.3,3577.3,41.0,87.25121951219512
5,20.0,0.0,15.0,1.0,0,2,4,7,423,8.3,3510.9,41.0,85.63170731707318
19,23.0,0.0,9.0,1.0,0,8,3,5,395,8.1,3199.5,52.0,61.52884615384615
14,23.0,1.0,13.0,1.0,0,4,15,26,632,7.8,4929.599999999999,52.0,94.79999999999998
9,18.0,0.0,9.0,1.0,0,4,1,4,248,8.8,2182.4,37.0,58.983783783783785
18,23.0,0.0,13.0,1.0,0,4,11,17,396,8.2,3247.2,55.0,59.04
14,23.0,2.0,9.0,1.0,0,11,3,2,521,8.1,4220.099999999999,49.0,86.12448979591835
8,22.0,1.0,13.0,1.0,0,1,12,19,392,9.1,3567.2,45.0,79.27111111111111
19,23.0,1.0,9.0,1.0,0,2,8,13,454,8.9,4040.6,53.0,76.2377358490566
21,23.0,0.0,9.0,1.0,0,3,13,16,386,7.4,2856.4,54.0,52.8962962962963
9,20.0,2.0,8.0,1.0,0,2,10,14,451,8.5,3833.5,40.0,95.8375
7,17.0,1.0,11.0,1.0,0,1,10,28,397,8.5,3374.5,37.0,91.20270270270271
19,23.0,2.0,8.0,1.0,0,7,10,22,472,8.5,4012.0,53.0,75.69811320754717
6,22.0,3.0,6.0,1.0,0,3,5,27,360,8.4,3024.0,38.0,79.57894736842105
17,23.0,3.0,7.0,12.0,0,8,0,3,777,7.9,6138.3,62.0,99.00483870967743
10,19.0,0.0,8.0,1.0,0,10,13,24,491,7.4,3633.4,38.0,95.61578947368422
21,22.0,0.0,16.0,1.0,0,7,8,20,605,8.9,5384.5,60.0,89.74166666666666
15,23.0,2.0,19.0,1.0,0,9,7,10,687,9.2,6320.4,60.0,105.33999999999999
19,23.0,3.0,17.0,1.0,0,5,0,15,521,7.9,4115.900000000001,63.0,65.33174603174604
14,23.0,1.0,16.0,1.0,0,8,9,30,593,9.3,5514.900000000001,55.0,100.2709090909091
17,22.0,2.0,13.0,12.0,0,2,14,3,454,7.7,3495.8,66.0,52.96666666666667
16,23.0,2.0,5.0,1.0,0,7,6,19,380,8.7,3305.9999999999995,47.0,70.34042553191489
14,22.0,2.0,19.0,1.0,0,8,4,26,726,8.3,6025.8,58.0,103.89310344827587
5,23.0,3.0,3.0,1.0,0,10,3,28,536,8.1,4341.599999999999,35.0,124.04571428571427
8,20.0,3.0,18.0,1.0,0,5,4,23,462,8.3,3834.6,50.0,76.692
23,23.0,0.0,5.0,1.0,0,11,4,26,391,8.3,3245.3,52.0,62.409615384615385
5,22.0,2.0,5.0,1.0,0,6,8,28,310,8.9,2759.0,35.0,78.82857142857142
21,23.0,2.0,12.0,1.0,0,7,5,18,676,8.4,5678.400000000001,59.0,96.24406779661018
17,22.0,1.0,22.0,1.0,0,2,7,21,587,9.2,5400.4,63.0,85.72063492063492
5,21.0,2.0,22.0,1.0,0,10,13,26,627,7.4,4639.8,51.0,90.9764705882353
8,21.0,3.0,9.0,7.0,0,12,0,12,606,7.9,4787.400000000001,48.0,99.73750000000001
16,23.0,0.0,14.0,12.0,0,3,13,29,505,7.4,3737.0,65.0,57.49230769230769
10,22.0,3.0,21.0,1.0,0,3,13,9,653,7.4,4832.2,57.0,84.77543859649123
21,23.0,0.0,21.0,1.0,0,3,13,15,724,7.4,5357.6,66.0,81.17575757575759
11,23.0,0.0,15.0,1.0,0,3,0,27,608,7.9,4803.2,50.0,96.064
7,22.0,3.0,20.0,1.0,0,2,10,24,611,8.5,5193.5,53.0,97.99056603773585
11,23.0,3.0,5.0,1.0,0,6,9,8,567,9.3,5273.1,43.0,122.63023255813954
12,23.0,3.0,5.0,1.0,0,5,9,13,403,9.3,3747.9,44.0,85.17954545454546
14,23.0,1.0,13.0,1.0,0,12,11,12,501,8.2,4108.2,52.0,79.00384615384615
5,20.0,1.0,7.0,1.0,0,9,0,15,348,7.9,2749.2000000000003,34.0,80.85882352941178
18,22.0,0.0,6.0,1.0,0,6,3,21,367,8.1,2972.7,47.0,63.248936170212765
21,22.0,0.0,3.0,12.0,0,9,13,10,422,7.4,3122.8,58.0,53.841379310344834
12,23.0,0.0,9.0,1.0,0,8,2,7,503,7.6,3822.8,45.0,84.95111111111112
23,23.0,2.0,12.0,12.0,0,9,6,5,732,8.7,6368.4,72.0,88.44999999999999
12,22.0,2.0,13.0,12.0,0,4,10,17,475,8.5,4037.5,61.0,66.18852459016394
6,18.0,1.0,5.0,1.0,0,5,2,21,179,7.6,1360.4,31.0,43.88387096774194
9,22.0,3.0,7.0,7.0,0,9,14,26,377,7.7,2902.9,48.0,60.47708333333333
5,17.0,0.0,18.0,1.0,0,9,2,26,328,7.6,2492.7999999999997,41.0,60.79999999999999
8,20.0,2.0,4.0,1.0,0,2,12,17,314,9.1,2857.4,35.0,81.64
14,22.0,3.0,11.0,1.0,0,5,5,28,462,8.4,3880.8,51.0,76.09411764705882
19,23.0,2.0,22.0,1.0,0,12,12,10,654,9.1,5951.4,67.0,88.82686567164178
23,23.0,2.0,7.0,1.0,0,3,1,9,454,8.8,3995.2,56.0,71.34285714285714
9,19.0,2.0,6.0,1.0,0,12,3,10,260,8.1,2106.0,37.0,56.91891891891892
6,19.0,1.0,4.0,1.0,0,11,13,29,210,7.4,1554.0,31.0,50.12903225806452
16,22.0,0.0,22.0,1.0,0,6,14,14,511,7.7,3934.7,61.0,64.50327868852459
17,23.0,3.0,21.0,1.0,0,10,15,21,545,7.8,4251.0,65.0,65.4
5,21.0,1.0,17.0,1.0,0,2,4,20,516,8.3,4282.8,45.0,95.17333333333333
20,23.0,2.0,13.0,1.0,0,11,0,30,617,7.9,4874.3,59.0,82.61525423728814
8,18.0,0.0,9.0,1.0,0,3,13,19,210,7.4,1554.0,36.0,43.166666666666664
19,22.0,3.0,18.0,12.0,0,10,15,8,771,7.8,6013.8,74.0,81.26756756756757
5,17.0,0.0,19.0,1.0,0,4,10,7,251,8.5,2133.5,42.0,50.79761904761905
12,22.0,1.0,13.0,1.0,0,4,9,12,599,9.3,5570.700000000001,49.0,113.68775510204082
17,23.0,0.0,22.0,1.0,0,2,2,5,391,7.6,2971.6,63.0,47.168253968253964
21,22.0,2.0,21.0,12.0,0,1,5,11,845,8.4,7098.0,78.0,91.0
19,22.0,1.0,14.0,1.0,0,5,4,20,596,8.3,4946.8,57.0,86.7859649122807
11,23.0,1.0,22.0,1.0,0,1,6,3,704,8.7,6124.799999999999,58.0,105.6
19,22.0,1.0,11.0,1.0,0,8,15,20,500,7.8,3900.0,54.0,72.22222222222223
20,23.0,1.0,6.0,1.0,0,9,1,0,423,8.8,3722.4,51.0,72.98823529411764
17,22.0,3.0,5.0,12.0,0,11,10,26,698,8.5,5933.0,59.0,100.55932203389831
13,23.0,3.0,15.0,1.0,0,8,0,20,705,7.9,5569.5,55.0,101.26363636363637
10,21.0,3.0,7.0,1.0,0,2,15,27,460,7.8,3588.0,42.0,85.42857142857143
6,18.0,0.0,12.0,1.0,0,1,3,12,287,8.1,2324.7,37.0,62.82972972972973
10,17.0,3.0,16.0,1.0,0,3,3,31,388,8.1,3142.7999999999997,47.0,66.86808510638298
11,23.0,3.0,7.0,12.0,0,3,5,5,547,8.4,4594.8,56.0,82.05
11,23.0,1.0,14.0,1.0,0,1,8,10,646,8.9,5749.400000000001,50.0,114.98800000000001
16,23.0,3.0,17.0,1.0,0,7,15,27,540,7.8,4212.0,60.0,70.2
14,22.0,1.0,15.0,1.0,0,12,0,24,584,7.9,4613.6,53.0,87.0490566037736
8,18.0,1.0,9.0,1.0,0,8,14,29,307,7.7,2363.9,37.0,63.88918918918919
12,22.0,2.0,15.0,1.0,0,12,6,23,665,8.7,5785.499999999999,52.0,111.25961538461537
6,23.0,3.0,19.0,1.0,0,1,9,14,556,9.3,5170.8,52.0,99.43846153846154
9,19.0,1.0,17.0,7.0,0,12,3,27,429,8.1,3474.8999999999996,53.0,65.56415094339621
14,22.0,3.0,13.0,1.0,0,10,6,29,645,8.7,5611.499999999999,53.0,105.87735849056602
23,22.0,2.0,8.0,1.0,0,10,6,7,483,8.7,4202.099999999999,56.0,75.0375
12,23.0,3.0,18.0,1.0,0,11,15,13,507,7.8,3954.6,57.0,69.37894736842105
14,23.0,1.0,7.0,1.0,0,3,12,17,449,9.1,4085.9,46.0,88.82391304347826
23,22.0,3.0,11.0,1.0,0,8,1,10,521,8.8,4584.8,60.0,76.41333333333334
19,22.0,3.0,9.0,1.0,0,9,8,10,521,8.9,4636.900000000001,54.0,85.86851851851853
22,23.0,0.0,18.0,1.0,0,1,8,10,641,8.9,5704.900000000001,64.0,89.13906250000001
10,18.0,3.0,15.0,1.0,0,12,7,3,608,9.2,5593.599999999999,47.0,119.0127659574468
21,22.0,1.0,6.0,1.0,0,7,0,23,544,7.9,4297.6,51.0,84.26666666666668
18,23.0,3.0,20.0,1.0,0,6,6,23,692,8.7,6020.4,65.0,92.62153846153845
7,18.0,3.0,9.0,7.0,0,3,7,2,489,9.2,4498.799999999999,44.0,102.24545454545454
20,22.0,2.0,5.0,1.0,0,8,4,17,538,8.3,4465.400000000001,50.0,89.308
11,22.0,2.0,3.0,1.0,0,12,9,4,504,9.3,4687.200000000001,39.0,120.1846153846154
13,22.0,1.0,13.0,1.0,0,8,4,26,564,8.3,4681.200000000001,50.0,93.62400000000001
17,22.0,1.0,20.0,1.0,0,9,9,9,470,9.3,4371.0,61.0,71.65573770491804
9,23.0,3.0,10.0,1.0,0,2,9,27,417,9.3,3878.1,46.0,84.30652173913043
8,21.0,0.0,13.0,1.0,0,11,11,19,458,8.2,3755.599999999999,43.0,87.3395348837209
11,23.0,1.0,5.0,1.0,0,8,8,12,473,8.9,4209.7,41.0,102.67560975609756
7,22.0,0.0,18.0,7.0,0,3,8,24,472,8.9,4200.8,54.0,77.7925925925926
12,23.0,1.0,10.0,1.0,0,4,10,29,475,8.5,4037.5,47.0,85.90425531914893
9,21.0,0.0,11.0,7.0,0,2,2,28,307,7.6,2333.2,48.0,48.60833333333333
13,23.0,2.0,11.0,1.0,0,5,12,15,430,9.1,3913.0,50.0,78.26
7,19.0,2.0,20.0,1.0,0,6,4,5,536,8.3,4448.8,49.0,90.79183673469389
11,22.0,3.0,4.0,1.0,0,4,11,28,349,8.2,2861.7999999999997,41.0,69.8
21,23.0,2.0,22.0,1.0,0,9,8,6,538,8.9,4788.2,69.0,69.39420289855072
11,23.0,3.0,16.0,1.0,0,2,8,29,629,8.9,5598.1,54.0,103.66851851851852
6,20.0,1.0,6.0,1.0,0,5,0,13,309,7.9,2441.1,34.0,71.79705882352941
21,23.0,0.0,18.0,1.0,0,4,6,15,506,8.7,4402.2,63.0,69.87619047619047
21,22.0,3.0,15.0,12.0,0,10,6,0,627,8.7,5454.9,73.0,74.72465753424657
12,22.0,2.0,15.0,1.0,0,7,14,30,536,7.7,4127.2,52.0,79.36923076923077
6,20.0,0.0,21.0,7.0,0,12,8,6,535,8.9,4761.5,54.0,88.17592592592592
12,22.0,3.0,15.0,1.0,0,6,6,4,475,8.7,4132.5,53.0,77.97169811320755
16,22.0,3.0,17.0,1.0,0,12,10,5,479,8.5,4071.5,59.0,69.00847457627118
16,22.0,3.0,4.0,1.0,0,3,9,17,391,9.3,3636.3,46.0,79.05
12,22.0,0.0,15.0,1.0,0,4,1,4,391,8.8,3440.8,50.0,68.816
19,22.0,2.0,9.0,1.0,0,5,4,17,521,8.3,4324.3,53.0,81.59056603773585
23,23.0,3.0,15.0,1.0,0,8,15,15,618,7.8,4820.4,65.0,74.16
21,22.0,1.0,13.0,1.0,0,8,12,12,480,9.1,4368.0,58.0,75.3103448275862
12,22.0,3.0,12.0,12.0,0,12,1,2,739,8.8,6503.200000000001,61.0,106.60983606557379
15,23.0,0.0,5.0,12.0,0,11,1,2,548,8.8,4822.400000000001,55.0,87.68
18,22.0,2.0,19.0,12.0,0,4,11,18,648,8.2,5313.599999999999,73.0,72.7890410958904
10,21.0,0.0,11.0,1.0,0,3,14,23,539,7.7,4150.3,43.0,96.51860465116279
12,22.0,2.0,21.0,1.0,0,8,8,29,653,8.9,5811.7,58.0,100.20172413793104
17,22.0,1.0,16.0,1.0,0,8,1,19,611,8.8,5376.8,57.0,94.32982456140351
22,22.0,2.0,16.0,1.0,0,4,13,28,483,7.4,3574.2000000000003,63.0,56.733333333333334
21,22.0,1.0,6.0,1.0,0,11,10,24,337,8.5,2864.5,51.0,56.166666666666664
11,23.0,1.0,11.0,1.0,0,10,9,16,394,9.3,3664.2,47.0,77.96170212765956
13,22.0,2.0,7.0,1.0,0,9,6,1,534,8.7,4645.799999999999,45.0,103.23999999999998
5,17.0,1.0,3.0,1.0,0,7,8,30,389,8.9,3462.1000000000004,27.0,128.22592592592594
19,22.0,0.0,12.0,1.0,0,9,11,20,371,8.2,3042.2,54.0,56.337037037037035
11,22.0,2.0,7.0,1.0,0,6,15,3,319,7.8,2488.2,43.0,57.86511627906976
19,23.0,0.0,7.0,1.0,0,8,1,18,430,8.8,3784.000000000001,50.0,75.68000000000002
20,23.0,2.0,14.0,12.0,0,5,14,3,715,7.7,5505.5,71.0,77.54225352112677
18,22.0,2.0,19.0,1.0,0,10,9,26,744,9.3,6919.200000000001,62.0,111.60000000000001
17,22.0,3.0,21.0,12.0,0,12,9,4,792,9.3,7365.6,75.0,98.208
18,23.0,1.0,9.0,1.0,0,6,13,23,443,7.4,3278.2000000000003,52.0,63.042307692307695
23,22.0,1.0,14.0,1.0,0,1,7,4,692,9.2,6366.4,61.0,104.3672131147541
9,23.0,0.0,17.0,1.0,0,4,7,5,531,9.2,4885.2,50.0,97.704
12,22.0,2.0,8.0,1.0,0,9,6,25,336,8.7,2923.2,45.0,64.96
15,23.0,1.0,3.0,1.0,0,3,9,12,293,9.3,2724.9,43.0,63.36976744186047
13,22.0,3.0,9.0,1.0,0,2,13,22,483,7.4,3574.2000000000003,48.0,74.4625
9,17.0,1.0,15.0,1.0,0,11,11,13,493,8.2,4042.599999999999,43.0,94.01395348837207
16,23.0,3.0,19.0,1.0,0,5,15,22,527,7.8,4110.599999999999,62.0,66.3
10,18.0,2.0,7.0,1.0,0,11,13,21,418,7.4,3093.2000000000003,38.0,81.4
10,19.0,0.0,8.0,7.0,0,3,10,28,285,8.5,2422.5,44.0,55.05681818181818
23,22.0,3.0,7.0,1.0,0,9,4,10,609,8.3,5054.700000000001,56.0,90.26250000000002
18,22.0,2.0,18.0,1.0,0,11,12,14,614,9.1,5587.4,61.0,91.5967213114754
14,22.0,2.0,18.0,12.0,0,8,6,4,557,8.7,4845.9,68.0,71.26323529411764
18,23.0,2.0,11.0,1.0,0,8,10,18,531,8.5,4513.5,55.0,82.06363636363636
11,23.0,2.0,22.0,1.0,0,11,7,20,689,9.2,6338.799999999999,59.0,107.4372881355932
16,23.0,0.0,6.0,1.0,0,9,6,9,354,8.7,3079.7999999999997,46.0,66.95217391304347
10,18.0,1.0,6.0,1.0,0,4,14,23,229,7.7,1763.3,36.0,48.980555555555554
9,21.0,2.0,7.0,1.0,0,11,5,13,383,8.4,3217.2000000000003,40.0,80.43
14,23.0,0.0,18.0,1.0,0,1,3,19,427,8.1,3458.7,56.0,61.762499999999996
18,22.0,2.0,21.0,1.0,0,5,0,9,643,7.9,5079.7,64.0,79.3703125
20,22.0,3.0,6.0,1.0,0,11,8,2,594,8.9,5286.6,52.0,101.66538461538462
23,22.0,3.0,19.0,1.0,0,7,10,3,583,8.5,4955.5,68.0,72.875
5,17.0,1.0,7.0,1.0,0,10,2,25,196,7.6,1489.6,31.0,48.0516129032258
6,18.0,1.0,18.0,1.0,0,11,7,7,476,9.2,4379.2,44.0,99.52727272727272
20,22.0,2.0,8.0,12.0,0,8,5,19,528,8.4,4435.2,64.0,69.3
14,23.0,3.0,13.0,1.0,0,7,8,23,481,8.9,4280.900000000001,54.0,79.27592592592593
17,23.0,0.0,12.0,12.0,0,10,2,11,589,7.6,4476.4,64.0,69.94375
9,20.0,0.0,13.0,1.0,0,11,7,10,441,9.2,4057.2,43.0,94.35348837209303
21,22.0,0.0,14.0,1.0,0,10,15,31,617,7.8,4812.599999999999,58.0,82.97586206896551
12,23.0,1.0,5.0,1.0,0,9,10,4,383,8.5,3255.5,42.0,77.51190476190476
7,22.0,0.0,20.0,7.0,0,10,0,0,584,7.9,4613.6,56.0,82.38571428571429
17,22.0,3.0,4.0,1.0,0,7,14,23,589,7.7,4535.3,47.0,96.49574468085106
19,22.0,2.0,9.0,1.0,0,8,14,28,496,7.7,3819.2,53.0,72.06037735849057
15,23.0,1.0,16.0,1.0,0,9,9,9,602,9.3,5598.6,56.0,99.97500000000001
14,22.0,1.0,8.0,1.0,0,1,2,0,359,7.6,2728.4,46.0,59.31304347826087
9,23.0,1.0,10.0,1.0,0,10,9,21,559,9.3,5198.700000000001,44.0,118.15227272727275
9,18.0,3.0,3.0,1.0,0,3,11,12,424,8.2,3476.7999999999997,34.0,102.25882352941176
6,21.0,1.0,11.0,1.0,0,9,10,23,390,8.5,3315.0,40.0,82.875
9,20.0,2.0,22.0,1.0,0,10,6,31,494,8.7,4297.799999999999,54.0,79.58888888888887
15,22.0,0.0,16.0,1.0,0,10,10,11,408,8.5,3468.0,54.0,64.22222222222223
19,22.0,0.0,9.0,1.0,0,5,3,11,399,8.1,3231.8999999999996,51.0,63.37058823529411
15,22.0,3.0,3.0,1.0,0,12,11,14,527,8.2,4321.4,44.0,98.21363636363635
22,22.0,3.0,7.0,1.0,0,7,13,11,518,7.4,3833.2,55.0,69.69454545454545
9,20.0,1.0,8.0,1.0,0,5,1,3,404,8.8,3555.2000000000003,39.0,91.15897435897436
10,17.0,3.0,4.0,7.0,0,3,2,0,548,7.6,4164.8,41.0,101.58048780487805
9,18.0,0.0,3.0,1.0,0,11,3,15,352,8.1,2851.2,31.0,91.97419354838709
15,23.0,0.0,4.0,12.0,0,12,1,24,503,8.8,4426.400000000001,54.0,81.97037037037038
7,19.0,2.0,8.0,1.0,0,11,3,8,463,8.1,3750.3,37.0,101.35945945945946
13,23.0,1.0,18.0,12.0,0,8,7,19,699,9.2,6430.799999999999,67.0,95.98208955223879
14,22.0,3.0,4.0,1.0,0,9,8,19,594,8.9,5286.6,44.0,120.15
20,22.0,1.0,3.0,1.0,0,10,7,21,473,9.2,4351.599999999999,47.0,92.58723404255318
19,23.0,0.0,21.0,1.0,0,1,1,25,530,8.8,4664.0,64.0,72.875
15,23.0,0.0,17.0,1.0,0,2,1,21,569,8.8,5007.200000000001,56.0,89.41428571428573
10,18.0,3.0,5.0,1.0,0,7,3,16,320,8.1,2592.0,37.0,70.05405405405405
18,23.0,2.0,4.0,12.0,0,12,2,22,526,7.6,3997.6,59.0,67.75593220338983
14,23.0,2.0,11.0,1.0,0,5,8,9,562,8.9,5001.8,51.0,98.07450980392157
19,23.0,2.0,13.0,1.0,0,4,10,0,459,8.5,3901.5,58.0,67.26724137931035
18,23.0,0.0,17.0,1.0,0,10,1,25,598,8.8,5262.400000000001,59.0,89.19322033898305
12,22.0,1.0,3.0,1.0,0,6,3,26,314,8.1,2543.4,39.0,65.21538461538462
